"doc_id","date","media","title","text","url"
"19","9/10/2024","Asahi","日韓の首脳外交　改善の歩みを止めるな","日韓関係は、岸田首相と尹錫悦（ユンソンニョル）大統領の間で大きく改善した。これを首脳同士の個人的な関係に終わらせてはならない。改善の歩みを揺るぎないものに定着、深化させる努力が両国に求められる。

　岸田首相が先週、ソウルを訪問し、尹大統領と会談した。日韓の協力と交流の持続的強化を確認。第三国に滞在する日韓両国民の保護のための相互協力の覚書も結んだ。

　歴史問題などで戦後最悪とも呼ばれるまでに悪化した日韓関係は、一昨年に大統領に就任した尹氏が対日重視を鮮明にし、改善に向け大きく動き出した。岸田首相もそれに呼応し、両氏の対面での首脳会談は計１２回に及ぶ。

　北朝鮮の核・ミサイル開発や中国の軍拡に直面するアジアの安保環境、ロシアのウクライナ侵攻で揺れる国際秩序を踏まえれば、民主主義の価値観を共有する日韓が結束する重要性は論をまたない。

　両国ともに自由貿易の恩恵を享受してきた。半導体関連の供給網などを通じ、経済面でも深く結びつく。少子高齢化や地方の活力低下など共通課題も少なくない。協力の推進こそが双方の利益になることを改めて認識したい。

　一方で、隣国関係には摩擦もつきものだ。だからこそ首脳同士が頻繁に会い、課題の解決に腹を割って対話を重ねる環境は大切だ。

　ただ、お互いに不安定な国内事情も抱えている。

　尹政権を支える与党は議会では少数派だ。政権支持率も低迷する。韓国世論には、日韓関係の改善が、主に韓国側の譲歩によって進められてきたとの不満も根強く、野党側は政権の対日外交への批判を強めている。

　元徴用工の訴訟では原告の一部が、韓国側の財団からの支給金の受け取りを拒否。財団の財源不足も問題になっている。だが韓国側に期待がある日本企業による出資の動きはみられない。韓国側に安易に妥協すべきでないとの声も、自民党内にはくすぶる。

　日本の植民地支配にもかかわる歴史問題では、日本側の真摯（しんし）で誠意ある対応が欠かせない。尹氏も対日関係の重要さについて国民への丁寧な説明を尽くしてほしい。

　来年は日韓国交正常化から６０年という節目の年を迎える。日韓関係の長期的なビジョンを打ち出すための議論もこれから本格化する。

　改善の流れが後戻りしないよう、首脳が交代しても往来を絶やしてはならない。緊密な首脳外交により、双方の国民が関係改善の利益を実感できる合意や発信を積み重ねていく取り組みが必要だ。","https://www.asahi.com/articles/DA3S16029931.html?iref=pc_ss_date_article "
"20","9/8/2024","Asahi","プーチン氏外遊　法治の国際秩序を守れ","国家元首といえども戦争犯罪への処罰は免れない。国際協調の土台に築かれた、この「法の砦（とりで）」を形骸化させかねない動きである。

　国際刑事裁判所（ＩＣＣ）加盟国のモンゴルが、ＩＣＣから逮捕状が出されているロシアのプーチン大統領の訪問を受け入れ、加盟国に義務づけられた逮捕を執行せずに出国させた。

　ＩＣＣは、紛争で重大な非人道的行為を犯した個人を訴追、処罰する役割を担う。国際法上、国家元首には広く不逮捕特権が認められているが、ＩＣＣは戦争犯罪は例外との立場をとる。

　プーチン氏に対してＩＣＣは昨年３月、侵略したウクライナの子供をロシアに連れ去った戦争犯罪の容疑で逮捕状を出していた。

　以来、ＩＣＣ加盟国をプーチン氏が訪問するのは今回が初めてだ。モンゴルが逮捕しない約束を事前にロシアと交わしていたのは明白だ。ＩＣＣの権威失墜をもくろむプーチン氏の狙いに手を貸すゆゆしき対応というほかない。

　モンゴルはＩＣＣに裁判官を出すなど、ＩＣＣの理念を尊重し、協力的とみられていただけに失望も大きい。自国の国際信用を損なう判断だったと悟るべきだ。

　モンゴルの人口は３００万人あまり。地理的にも中国とロシアの２大国に挟まれ、プーチン氏の受け入れを拒否することが困難だった事情については理解できる。

　モンゴル政府報道官は米政治専門サイトに、ロシアへのエネルギー面での依存などが理由で逮捕状執行が困難だったと説明した。代替エネルギーや安全保障面での支援を提供せずに、モンゴルだけを一方的に責めるのはきれいごとに過ぎるだろう。

　エネルギーや食料に不安を抱える多くの国々が、ロシアのおぞましい非道により、困難な立場に立たされているという実態を、今回は浮き彫りにしたといえる。

　そもそもＩＣＣは、決定を執行する独自の実力機関を持たない。その理念を具体化するには、大国を中心とする国際社会の協力が不可欠だ。

　その意味で懸念されるのが米国の対応だ。ガザ危機を巡ってイスラエルのネタニヤフ首相への逮捕状を請求したＩＣＣを批判。米議会からは制裁を求める声も上がる。

　米国や中ロはＩＣＣに非加盟だ。大国は国際法を守らなくても良いと言わんばかりの独善的な態度は、国際秩序を守る責務の放棄に等しい。

　最大の分担金拠出国の日本などを中心に、法の支配への結束を立て直す必要がある。","https://www.asahi.com/articles/DA3S16029217.html?iref=pc_ss_date_article "
"21","9/2/2024","Asahi","米大統領選　外交指針を明確に語れ","世界の安全が脅かされている。両陣営ともにそう訴えつつ、めざす国際秩序の理念が明確に語られていない。内向きの非難合戦から脱し、もっと踏み込んだ対外政策の展望を描いてほしい。

　米大統領選で２大政党の候補が党大会で演説し、政策の指針を示した。民主党のカマラ・ハリス氏は中間層の支援と女性の権利に、共和党のドナルド・トランプ氏は経済再生と移民対策強化に、それぞれ力点を置いた。

　対外政策で２人が一致したのは、中国への対抗と世界最強の軍事力の維持である。だが、その軍事力の使い方や、軍事と両輪をなす外交については、国益を推進するというほかはあいまいなままだ。

　むしろ双方に際立つのは、相手陣営への攻撃である。

　トランプ氏は、現政権の弱さがウクライナやガザの紛争を招いたとし、「第３次大戦の瀬戸際」と強調。ハリス氏は、北大西洋条約機構（ＮＡＴＯ）を突き放すトランプ氏を批判し、対ロシアの国際結束を築いた実績を訴えた。

　中国の海洋進出、欧州安保の悪化、中東の緊迫。それら喫緊の難題はいずれも慎重な分析と戦略を要する。責任を難じあうだけでは浅薄な政治的争いの域を出ない。

　党大会演説で語られなかったのは、自由貿易の原則である。トランプ氏は、国内の製造業保護などのため関税を多用する方針を再確認した。ハリス氏は通商政策について何も言及しなかった。

　ハリス氏は「民主主義対専制主義の闘い」などバイデン大統領の看板を踏襲しつつ、「過去から未来へ」という新世代としてのＰＲを打ち出している。一方、バイデン政権の自由貿易の推進に後ろ向きな姿勢を継承するのかどうかは、明示していない。

　民主党の政策綱領は、米国社会の強さが外交力の源だとし、バイデン政権時から引きつづき「中間層の利益になる対外政策」をうたう。多国間協調の尊重という点で共和党との相違はあるにしても、民主党も含めて内向的になっている傾向は否めない。

　共和党のコンドリーザ・ライス元国務長官は最近の論文で、米国が２０世紀前半の孤立外交に再び陥る恐れを警告した。確かに米国には、戦争の失敗だけでなく、健全な国際関与を見失ったことで世界の混迷を招いた歴史がある。

　互いに党内の結束を固めるだけの舌戦に終始せず、米国と国際社会の安定をもたらす対外政策を論じあう必要がある。９月１０日の討論会に向けて、両陣営は骨太な外交安保構想を示してもらいたい。","https://www.asahi.com/articles/DA3S16023750.html?iref=pc_ss_date_article "
"22","8/13/2024","Asahi","パリ五輪閉幕　変化と継承の間で","パリ五輪がそのあかりを落とした。求められる変化と守るべき意義を、改めて浮かび上がらせた１７日間だった。

　大会運営では過去にない取り組みが目を引いた。競技場を離れ、セーヌ川を舞台とした開会式の演出や、仮設を多用して名所を取り込み、古都全体を会場とするスタイルは新しかった。より自由に、創造の可能性を示した。

　そのぶん街にかかる負担は見逃せない。路上生活者は街を追われ、厳重な警備に日常生活も影響を受けた。清浄化途上のセーヌ川を会場にしたトライアスロンでは体調を崩す選手もいた。

　巨大な祭典と街は共存できたのか。環境対策やかかった経費も合わせ、中長期の検証は欠かせない。

　競技に目を向ければ、デジタル技術による変化は目覚ましい。ボールが落ちた場所や反則、技の有効性など、多くのスポーツでビデオ判定が広がった。同時に試合時間の短縮や運営、ルールの変更も目まぐるしく、見る側に混乱や誤解を生む面もあった。

　その影響も一因となり、ＳＮＳなどを通じた誹謗（ひぼう）中傷がクローズアップされた大会だった。傷ついた選手や審判を放置できない。国際オリンピック委員会（ＩＯＣ）や大会組織委員会、競技団体は責任を果たし、説明や監視など対策を尽くす必要がある。

　選手の男女同規模の参加が実現したこの大会で、女性審判が数多く男子の試合も担当し、活躍の場を広げているのは印象的だった。

　一方で、ボクシングでは性別のルールに従って参加した選手が中傷を受けた。性の多様性に遅れてきたスポーツ界は全体として、いっそう前向きに取り組むべきだろう。

　選手個々の活躍や名場面は数知れない。あえてあげれば陸上女子の１００メートルと三段跳びで勝ったジュリアン・アルフレッド、シア・ラフォンド両選手が記憶に残る。

　故郷はセントルシアとドミニカ。カリブ海に浮かぶ人口１８万人と７万人の島国だ。それぞれの国で初めてとなる金メダルは、大会が強国だけのものではない象徴だった。

　五輪の意義を考えさせたのはそれだけではない。大会期間中もロシアのウクライナ侵攻は続き、イスラム組織ハマスの幹部が殺される事件も起きた。目の前の戦争を止める力は五輪にないけれど、競い合う者が肩をたたき、健闘をたたえる姿は心に響く。

　人種や性別、宗教や政治的意見の違いなど、あらゆる差別を許さず、国境を超えて集う。その意義を守り、示し続けていく役目が五輪にある。","https://www.asahi.com/articles/DA3S16009224.html?iref=pc_ss_date_article "
"23","8/11/2024","Asahi","被爆地と首相　見えぬ核廃絶への決意","核を持つことで相手の攻撃を思いとどまらせる「核抑止」は、破綻（はたん）しかねない。政治指導者が核の禁止・廃絶へとかじを切るべきだ――。

　欧州でロシア、中東でイスラエルと核保有国が戦闘を続ける中、７９年前に原爆が投下された広島と長崎から、強い危機感が発せられた。だが、両市を訪れた岸田首相は「核兵器のない世界を目指す」と繰り返すばかりだった。

　広島市の松井一実市長は平和式典で、東西冷戦終結の歴史を引いて「核抑止力に依存する為政者に政策転換を促すことができる」と指摘し、市民社会に行動を呼びかけた。長崎市の鈴木史朗市長も、核保有国と核の傘の下にある国の指導者に「核兵器廃絶に向け大きくかじを切るべきだ」と求めた。

　それに対し、首相が強調したのは、「現実的かつ実践的な取り組み」だ。

　Ｇ７広島サミットの開催、核兵器数の減少傾向の維持など５項目からなるヒロシマ・アクション・プラン、核兵器に使われるプルトニウムなどの生産を禁止する国際条約成立に向けた活動……。

　これらの意義は小さくない。ただ、自ら唱えてきた「核保有国と非保有国の橋渡し」を通じた核廃絶への道筋は、今も見えないままだ。

　それどころか、岸田政権は「核抑止」への依存を強めている。「核の傘」を含む米国の戦力で日本の安全を守る「拡大抑止」について、日米首脳会談で重要性を確認し、初の閣僚級会合を開いた。

　日本が米国の「核の傘」の下にあるのは事実だが、現状の追認にとどまらず、国際社会に核廃絶への明確なメッセージを発していく。その決意と実行が、唯一の戦争被爆国のトップに求められている。

　試金石になるのは、核兵器禁止条約への対応である。

　非保有国が主導して成立し、核兵器の保有や使用などを全面的に禁じる同条約は、署名国が９０を超えた。来春の第３回締約国会議に、日本もオブザーバー参加すべきだ。

　広島、長崎両市長のほか、公明、立憲民主など主要政党も参加を主張している。首相が条約に背を向け続けるのは米国への配慮からだろうが、米国と同盟を結ぶドイツやオーストラリアもオブザーバーとして参加した。

　首相は長崎で、原爆に遭いながら被爆者と認められていない「被爆体験者」と初めて面会した。体験者が被爆者への認定を訴えたのに対し、首相は対応策をまとめるよう、厚生労働省に指示した。この問題でも、問われるのは首相としての決意である。","https://www.asahi.com/articles/DA3S16008322.html?iref=pc_ss_date_article "
"24","8/10/2024","Asahi","被爆地の式典　納得できぬ米英の欠席","広島と長崎で、原爆が投下された日時に合わせ毎年開かれる式典は、犠牲者を悼みつつ惨禍を思い起こし、再び核兵器が使われてはならないという決意を新たにする場だ。

　二つの被爆地は思いを共有してもらおうと、広く海外の関係者に招待状を送ってきた。原爆を投下した米国の大使も、１０年以上前から式典に参加するようになっていた。

　ところが、きのうの長崎の式典では、米英など主要６カ国と欧州連合（ＥＵ）の大使級が欠席した。これまでの積み重ねを損なう残念な対応であり、およそ納得できない。

　欠席は、主催する長崎市がイスラエルを招待しなかったことへの抗議という。鈴木史朗市長は「（同国の出席が）式典に与える影響を考え、厳粛な雰囲気の下で円滑に実施したいとの思いからだ」と説明。ロシアやベラルーシを招待しないのと同じで、政治的な理由ではないという。

　どの国・地域に声をかけるかは、基本的に式典の開催地が決めることだろう。ところが米英側は、長崎市の決定に対して「イスラエルをロシアなどと同列に扱うのは誤解を招く」と反発した。

　ハマスの奇襲を受けて戦闘を始めたイスラエルと、一方的にウクライナに侵略したロシアとは異なるものの、イスラエルは多くの市民を巻き添えにしており、けっして見過ごせない深刻な事態だ。

　しかし主要７カ国（Ｇ７）はロシアを非難する一方、人道を軽視するイスラエルへの対応は鈍いままだ。この「二重基準」を、米英は被爆地にも持ち込んだとも言える。

　日本政府の姿勢にも、疑問を禁じ得ない。

　岸田首相は、広島でＧ７サミットを開催し、各国の指導者に被爆地訪問を促してきたはずだ。長崎市は、事前にイスラエルに書簡を送るなど、決定までに時間をかけた。その間、政府は事態打開に向けた取り組みを行ったのか。

　被爆地でも、さまざまな意見がある。広島は、政府が国家承認している国の大使を基本にイスラエルも招いたが、被爆者団体からはイスラエルを除くよう申し入れがあった。長崎の判断に対しては、紛争当事国を含めて全ての国を招き、平和を訴えるべきだとの声も出ている。

　広島と長崎は、普遍的な価値観として核廃絶を訴えてきた。今回の問題は、国際社会が分断される中で、このメッセージを共有することの難しさをあぶりだした。

　唯一の戦争被爆国からの訴えをどう世界に広げていくか。広島と長崎に任せるばかりでなく、考えていきたい。","https://www.asahi.com/articles/DA3S16007487.html?iref=pc_ss_date_article "
"25","8/6/2024","Asahi","被爆７９年の世界　核リスクの高まりにあらがう","９５８３発。

　いつでも使える態勢にあるか、配備できる状態にある「現役核弾頭」が今年、地球上にこれだけある。

　広島、長崎の惨禍から７９年。「世界では核軍拡が進んでいる」。弾頭数を推計した長崎大学核兵器廃絶研究センターは、警鐘を鳴らす。

　老朽化して解体を待つものなどを含む核弾頭の総数は過去１０年以上、減り続けている。だが「現役」は２０１８年から増加傾向に転じ、３００発以上増えたという。

　■核軍縮から核軍拡へ

　核軍縮に重い責任を負う核保有国が、核戦争のリスクを高める当事者になる。そんな嘆かわしい現実も広がる。

　ウクライナ侵略を続けるロシアのプーチン大統領は「なぜか西側は、ロシアが決してこれ（核兵器）を使わないと考えている」と挑発する。

　突出したペースで核戦力を増強するのが中国だ。１８年の２４０発から５００発に「現役」を倍増させた。

　米国も対抗する。バイデン政権は２年前、「核の先制不使用」を核政策の指針に盛り込むことを見送った。米高官は今年６月、「数年内に配備を増やす局面が来るかもしれない」と述べた。

　核の運搬手段となるミサイルについては、歯止め策を欠いたまま核保有各国が開発や配備にしのぎを削る。

　相互不信や緊張が高まるほど、ミスや誤算のリスクは増す。はびこる偽情報、人間が制御しきれない人工知能（ＡＩ）の導入が、不確実性に拍車をかける。

　この春、米下院議員がガザ情勢をめぐり「長崎や広島のようにすべきだ。早く終わらせよう」と、核使用を促すかのような発言をしたと報じられた。核兵器は使われてはならない――。この「理性のふた」が外れかかっているとすればゆゆしき状況だ。

　「核戦争のリスクはこの数十年で最高レベル」と国連のグテーレス事務総長はいう。今こそ世界が共有すべき危機感にほかなるまい。

　■ほころぶ「核抑止」

　核を持つことで相手国に攻撃を思いとどまらせる。核保有国と、その傘に守られる国々は、この「核抑止論」で核戦力を正当化してきた。

　だがロシアのウクライナ侵攻は、その落とし穴もあぶりだした。プーチン政権は国際社会を威圧し、違法な侵略を止めさせないための「道具」として、核を利用した。

　核不拡散条約（ＮＰＴ）が米ロ英仏中５カ国のみに核保有を認めたのは、それ以上の拡散を防ぐとともに、核軍縮への取り組みを定めているためだ。

　しかし、その義務は果たされていない。保有国の誠意と理性を前提にしたＮＰＴ体制が、根本的な欠陥を抱えているのは明らかだ。

　ひとたび核が使われれば、人類の生存そのものが脅かされる。３年前に発効した核兵器禁止条約は、そんな危機意識から生まれた。

　「国家の安全保障」から、「人類の安全保障」へ。軍事・安保にとらわれず、社会、経済、環境、人権など多角的な観点から核問題をとらえ直す発想と実践が、今ほど求められている時はない。

　安保環境が厳しさを増す中でいくら核兵器の禁止を唱えても、実効性はあるのか、といぶかる声がある。

　だが、これまで核禁条約に署名した国・地域は国連加盟国の約半数に及ぶ。近年、国際社会で存在感を増す新興・途上国が多く名を連ねる。

　ＮＧＯ「核兵器廃絶国際キャンペーン」国際運営委員の川崎哲さんは「ＮＰＴへの信頼が崩れる中で、核禁条約は核兵器を許さない法的根拠となっている」と語る。

　いま必要なのは、危機への歯止めを強くすることだ。加盟国や市民社会の声で核禁条約参加を各国に促し、ほころびが目立つＮＰＴ体制を補完していくべきだろう。

　■被爆国としての責任

　「核兵器のない世界」を掲げる岸田政権は昨年、主要７カ国（Ｇ７）サミットを広島で開催した。だが、目立った成果は見えない。

　それどころか「核の傘」を含む米国の戦力による「拡大抑止」強化を打ち出した。アジアの核軍拡競争を加速させかねない対応だ。

　今、日本がなすべきは、保有国に核の惨禍を説き、軍縮を促す外交だ。

　核実験などによる被害者の援助や、汚染された環境の修復も、核禁条約の重要な使命だ。知見がある日本の貢献が期待されている。最低限でもオブザーバー参加し、唯一の戦争被爆国としての責任を果たしてもらいたい。

　今年は米国の水爆実験で日本漁船も被曝（ひばく）した「ビキニ事件」から７０年。なおも続く核被害に注目が集まった。日本の若い世代も世界の反核運動と連帯を広げる。

　４月に発足した「核兵器をなくす日本キャンペーン」事務局の浅野英男さん（２７）は話す。「私たちはいかなる未来を作りたいのか。そのためにどんな選択をするのかが問われている」。その答えを世代が連携して追求したい。","https://www.asahi.com/articles/DA3S16003807.html?iref=pc_ss_date_article "
"26","8/3/2024","Asahi","ベネズエラ選挙　強権政治の混迷を憂う","世界最大の原油埋蔵量を誇る国が、空前の経済難にあえぐ。その矛盾への国民の怒りが正当に反映されたとは言い難い。現政権は選挙結果の公正さを証明できなければ、選挙をやり直すべきだ。

　南米ベネズエラで大統領選があり、２０１３年から政権を率いるマドゥロ大統領の３回目の当選が発表された。不正の指摘が相次ぐが、当局は開票の詳細公表を拒否。他の南米諸国も説明を求めるなど批判が広がる。

　独裁色を強めるマドゥロ氏は選挙前から、自分が敗北すれば「血の海」になると牽制（けんせい）していた。野党連合の有力指導者の候補資格を剥奪（はくだつ）するなど、およそ公正な選挙プロセスではなかった。

　政権交代を求める市民が各地でデモを続け、衝突による死傷者が報じられている。政権はこれ以上、流血の悲劇を重ねてはならない。

　政権は選挙結果について、検証可能な方法で詳細を公表するのが最低限の責務だ。それができぬなら国際監視の下で再選挙を行い、結果次第で退陣するしかあるまい。

　かつて人気を誇った故チャベス大統領の社会主義運動はマドゥロ氏に受け継がれ、旧チャベス派の左派政権は通算四半世紀に及ぶ。この間に特権層の腐敗と経済の不振が重なり、民心も離れた。

　一時はハイパーインフレにも見舞われ、この１０年で人口の約４分の１にあたる７７０万人が国外に逃れた。今回再び混乱に陥れば、さらに避難民が増えるとみられる。

　マドゥロ政権は、中国、ロシア、イランなどと近い関係を続ける一方、一貫して国民に反米感情をあおってきた。だが、そのベネズエラ難民は近隣諸国のほか、米国にも流入している。移民問題が今年の米大統領選の最大の争点の一つになるなど、米州全体に影響を広げている。

　ハリス米副大統領は移民問題について、国境の壁を築くよりも根本問題に目を向けるべきだと語ってきた。確かに、中南米の人々を米国に向かわせる主因は失政と経済的な苦境であり、その改善を支援することは理にかなう。

　ただ、米国の中南米外交は長年、「裏庭」での反米・左傾化を許さぬ制裁や介入を乱用してきた。それが独裁的な政権を生み、経済難の一因にもなった歴史がある。

　米国が地域の安定を望むなら、党派を問わず民意を尊重し、持続的な経済発展に力を貸すのが得策だろう。中国やロシアも対米戦略にこだわって強権政権を支えるようでは、国際社会の信頼は得られぬと悟るべきだ。","https://www.asahi.com/articles/DA3S16001332.html?iref=pc_ss_date_article "
"27","8/2/2024","Asahi","ハマス幹部殺害　戦火拡大させぬ協調を","中東全体に戦火が燃え広がりかねない危うい状況だ。すべての当事者は最大限、自制せねばならない。国際社会は結束し、事態の沈静化に持てる手を尽くす責任がある。

　パレスチナ自治区ガザで昨年１０月からイスラエルと戦闘を続けるイスラム組織ハマスの最高幹部、ハニヤ政治局長がテヘランで殺害された。イランのペゼシュキアン新大統領の就任宣誓式に出席した後、滞在先を何らかの「飛翔（ひしょう）体」が攻撃したという。

　イスラエルは沈黙しているが、イランとハマスはイスラエルによる暗殺だとして報復を宣言した。

　長く対立するイランとイスラエルは４月、互いの領土にミサイルなどを撃ち合っている。ただ、この時は本格的な戦争に発展しないよう、双方が一定の配慮を見せた。

　だが今回は、イランの影響下にあり、ハマスへの連帯を示すレバノンのイスラム教シーア派組織ヒズボラ、イエメンの反政府勢力フーシ、さらにシリア、イラクの武装勢力なども一斉に報復に動く可能性がある。そうなれば歯止めをかけるのは難しい。

　改革派のペゼシュキアン氏は、米欧などとの核合意の立て直しをめざしている。だが報復合戦になればその道は断たれるだろう。自らが抑制的に対応するだけでなく、各地の武装勢力に自制を求める努力が求められる。

　イスラエルが越境攻撃を繰り返していることも地域の緊張を高めている。先月はフーシの拠点を爆撃したほか、レバノンの首都近郊を空爆してヒズボラの幹部を殺害した。自国の安全を守るためというが、他国の主権を踏みにじる言語道断のふるまいだ。

　エネルギー供給地の中東が混乱に陥ることは、世界にとって悪夢というほかない。

　米国はイスラエルの特別な同盟国であり、英独仏は核開発をめぐってイランと交渉を重ねてきた。中国は先月、パレスチナ各派の和解を取り持った。イスラエルにはロシアからの移民も多く、両国は深い関係にある。

　各国が、それぞれの外交チャンネルを活用して働きかけを強められる立場にあると自覚すべきだ。ウクライナなどをめぐる対立はいったんおいて協調を図ってほしい。

　ガザ地区での死者は４万人に迫る。ポリオの流行が懸念されるなど人道状況は劣悪さを増している。ハニヤ氏の殺害で停戦交渉は難航が不可避だが、関係国は仲介努力を粘り強く続けてほしい。ガザの住民と、ハマスに捕らえられた人質の命を、さらなる危険にさらしてはならない。","https://www.asahi.com/articles/DA3S16000344.html?iref=pc_ss_date_article "
"28","7/26/2024","Asahi","パリ五輪開幕　「戦時下」に問う意志と知恵","近代五輪を創設したクーベルタンの生地であるパリで、３度目の開催となる五輪が開会式を迎える。

　第１回はわずか１４カ国、男子のみ２４０人余りの選手で始まった五輪は、今や２００以上の国と地域から１万人を超える選手が集う。比類無き巨大な祭典である。

　それがゆえに多くの期待を集める一方で、多様化し複雑化する社会の矛盾や国際社会の混沌（こんとん）にもまれ続けている。

　選手たちが卓越したパフォーマンスを競うかたわらで、五輪はどんな役割を果たし、何を残すのか。開催の意義が今回も問われている。

　■動揺する国際社会

　今大会が直面する最大の懸念は国際社会の混迷だろう。２年前、北京冬季五輪の「休戦期間中」に始まったロシアのウクライナ侵攻に、イスラエルのガザ侵攻も加わり、大きく揺さぶられている。

　五輪を統括する国際オリンピック委員会（ＩＯＣ）はロシアと支援するベラルーシに対して、即座にスポーツ界からの締め出しを打ち出したものの、ほどなくパリ五輪参加への検討に転じた。最終的には２カ国から個人の資格でかつ中立性を認めた選手の参加を受け入れた。

　この判断は、五輪の平和主義と選手個人の権利をてんびんにかけた落としどころにもみえるが、テロへの報復としてパレスチナへ執拗（しつよう）な攻撃を繰り返すイスラエルには静観を続けている。そんな姿勢を批判する声は少なくない。

　どうすれば、スポーツを通じた敬意と友愛の場を表現できるのか。この大会の評価にもつながる部分だろう。

　五輪を取り囲む課題は国際間の紛争ばかりではない。

　大会が肥大化し、経費は開催地を圧迫する。会場の９５％を既存施設や仮設で賄う今大会でも関心は高い。先進国の一部の大都市でしか開けないような状況は、開催地を世界各地に広げる本来の目標からは外れたままだ。まっとうな針路に戻す道をどこまで示せるか。経費の使われ方の透明化と併せて目をこらしたい。

　■社会を映す鏡

　セーヌ川の水質改善をはじめ環境対策のアピールや、観光資源の活用などビジネス的な積極性は目につくが、選手第一を具現化する工夫に本来注力すべきだ。多額の放映権料を負担する国外の放送局に配慮するあまり、十分な睡眠や休憩を確保できないような競技時間の設定が幅を利かせるようでは、社会の常識と乖離（かいり）する。

　五輪は国力だけでなく、社会や政治が抱える矛盾や弱点を映し出す。パリでは路上で生活する人たちの「排除」が進んでいるという。過去の大会でも指摘された問題だ。

　前回大会はコロナ禍の緊急事態宣言下の東京で３年前、開催が強行された。パンデミックに五輪はどう向き合うのか。そもそもなぜ東京で開くのか。こうした問いかけに、開催ありきのＩＯＣや組織委員会、国内の政治家は十分な説明責任を果たせなかった。復興五輪の理念はかけ声倒れとなり、女性蔑視発言、汚職や談合など不祥事が続いた。

　視線を選手に向ければ、性の多様性をめぐる問題も、避けて通れないテーマだ。

　今大会は参加する選手が男女同数になると見込まれている。五輪が女性に門戸を開いた第２回大会からようやくの達成だが、課題は今も多い。

　例えば、前回大会では初めて、性別を変更した選手が重量挙げで出場したものの、その後、制限は拡大される傾向にある。競技によっては、生まれつき男性ホルモンの値が高い女子選手への制約も課せられている。

　どんな方法や基準なら競争の公平性を保てるのか。解決策を研究し模索し続けることが大事だが、男女の別なく競える競技の採用や考案が、今後重要になるだろう。

　男女の二元論から性を幅広くとらえる物差しへ、社会の変化にスポーツも歩調を合わせる努力は欠かせない。

　■１２００年続いた古代五輪

　教育者だったクーベルタンが、パリで五輪の創設を宣言して今年で１３０年となる。

　そのクーベルタンを触発した「古代五輪」は、ギリシャ西部のペロポネソス半島にあったオリンピアを舞台に１２００年近く続いたとされる。

　各地の都市国家が勢力や領地を争い、近隣諸国との戦いや占領にも翻弄（ほんろう）されながら、期間中は休戦を守り、かくも続いたことは興味深い。

　現在の五輪に立ちはだかる課題も、抜本的な対策や解決は容易にみつからないものばかりだ。一つ一つ議論と交渉を積み重ね、理解と共感を深める中で、「公正さ」（フェアネス）を指針にしながら、納得できる出口を探し続ける意志と知恵が不可欠だ。

　今大会には３度目の結成となる難民選手団も参加する。今年４月には、紛争や人権侵害によって住まいを追われた人が世界で過去最多の１億２千万人に達したという。選手団はこうした厳しい環境に生きる人の象徴でもある。

　選手一人一人の存在の確かさ、強さを十二分に発揮できる場であってほしい。","https://www.asahi.com/articles/DA3S15993982.html?iref=pc_ss_date_article "
"29","7/17/2024","Asahi","防衛白書　抑止と対話　バランスを","安全保障環境の変化に応じた着実な防衛力の整備は必要だ。ただ、力に頼りすぎれば、かえって緊張を招くこともある。粘り強い対話や信頼醸成の努力が「車の両輪」でなくてはならない。

　今年の防衛白書が公表された。１９７０年に発刊し、７６年から毎年刊行が続く。自衛隊発足７０年の今年、５０冊目の節目を迎えた。岸田政権は国民的議論のないまま、安保政策の大転換を進めており、国の防衛に不可欠な国民の理解と協力を得るという創刊の原点が今こそ問われる。

　白書はまず、日本は「戦後最も厳しく複雑な安全保障環境に直面している」と指摘。「ロシアによるウクライナ侵略と同様の深刻な事態が、将来、東アジアにおいて発生する可能性は排除されない」と危機感をあらわにした。

　中国の対外姿勢や軍事動向を「わが国と国際社会の深刻な懸念事項」「最大の戦略的挑戦」と、昨年の評価を踏襲したうえで、「中国側の軍事活動の活発化により、中台間の軍事的緊張が高まる可能性も否定できない」との記述を新たに加えた。

　北朝鮮についても「従前よりも一層重大かつ差し迫った脅威」とし、「質的な意味での核・ミサイル能力の向上に注力している」とした。

　こうした事態にどう対処するか。白書は全編にわたり、防衛力の拡充や日米同盟の強化、「同志国」との連携によって、相手の侵攻の意図をくじく「抑止力」を高めることこそが重要だとの考えに貫かれている。

　防衛研究所の研究者が「抑止力の意義」を説くコラムや、安保３文書の改定で保有を決めた「反撃能力」について、専守防衛に反しないなどとしたＱ＆Ａを掲載。表紙の「刀鍛冶（かじ）」の図柄は、「抑止力となる刀を鍛え上げ、武力侵攻を未然に防いできた」様子を示すものだという。

　一方で、白書は「中国との防衛協力・交流の意義」にも触れ、防衛当局間のホットラインの開通や、昨年６月のシンガポールでの国際会議の機会を利用した日中防衛相会談を紹介している。日本のシンクタンクが主催する自衛隊と中国軍の佐官級交流が、４年ぶりに対面で再開されたことにも言及した。

　とはいえ、前のめりに進む抑止力の強化策に比べ、様々なレベルでの中国との意思疎通がまだまだ十分でないことは明らかだ。偶発的な衝突や、誤解によるエスカレートを防ぐためには、防衛省・自衛隊だけでなく、外務省をはじめとした政府全体の取り組みが重要だ。","https://www.asahi.com/articles/DA3S15984973.html?iref=pc_ss_date_article"
